DeepCSV;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
3, iterativefit, up_hfstats2, 2, 1.6, 2.5, 20, 30, 0.3155, 0.4165, -0.26753142988*(x-0.3155)*(x-0.3155)*(x-0.3155)-0.859923008258*(x-0.3155)*(x-0.3155)+1.02074867843*(x-0.3155)+1.2835193872451782
3, iterativefit, up_hfstats2, 2, 1.6, 2.5, 20, 30, 0.4165, 0.743, -0.430990627588*(x-0.4165)*(x-0.4165)*(x-0.4165)-0.177630738369*(x-0.4165)*(x-0.4165)+0.838856966415*(x-0.4165)+1.3775672912597656
3, iterativefit, up_hfstats2, 2, 1.6, 2.5, 20, 30, 0.743, 1.1, 1.6175173521
3, iterativefit, up_hfstats2, 2, 0.0, 0.8, 30, 40, -15, 0, 0.994006633759
3, iterativefit, up_hfstats2, 2, 0.0, 0.8, 30, 40, 0, 0.0085, 0.722458004951
3, iterativefit, up_hfstats2, 2, 0.0, 0.8, 30, 40, 0.0085, 0.02, -30340.305177*(x-0.0085)*(x-0.0085)*(x-0.0085)+1074.87644946*(x-0.0085)*(x-0.0085)+0.0*(x-0.0085)+0.722458004951477
3, iterativefit, up_hfstats2, 2, 0.0, 0.8, 30, 40, 0.02, 0.026, -568590.345163*(x-0.02)*(x-0.02)*(x-0.02)+4947.95792222*(x-0.02)*(x-0.02)+12.6846422585*(x-0.02)+0.8184666037559509
3, iterativefit, up_hfstats2, 2, 0.0, 0.8, 30, 40, 0.026, 0.0325, 89595.3886069*(x-0.026)*(x-0.026)*(x-0.026)-1148.34515635*(x-0.026)*(x-0.026)+10.6523800476*(x-0.026)+0.9498854279518127
3, iterativefit, up_hfstats2, 2, 0.0, 0.8, 30, 40, 0.0325, 0.0395, 16287.9290881*(x-0.0325)*(x-0.0325)*(x-0.0325)-97.9205096957*(x-0.0325)*(x-0.0325)+7.08010852093*(x-0.0325)+0.9952134490013123
3, iterativefit, up_hfstats2, 2, 0.0, 0.8, 30, 40, 0.0395, 0.047, -76100.8664883*(x-0.0395)*(x-0.0395)*(x-0.0395)+731.590299298*(x-0.0395)*(x-0.0395)+8.10354696113*(x-0.0395)+1.0455628633499146
3, iterativefit, up_hfstats2, 2, 0.0, 0.8, 30, 40, 0.047, 0.056, 26560.3574478*(x-0.047)*(x-0.047)*(x-0.047)-418.995444624*(x-0.047)*(x-0.047)+6.2353802307*(x-0.047)+1.1153863668441772
3, iterativefit, up_hfstats2, 2, 0.0, 0.8, 30, 40, 0.056, 0.067, -54493.6142884*(x-0.056)*(x-0.056)*(x-0.056)+665.161495427*(x-0.056)*(x-0.056)+5.14762908729*(x-0.056)+1.1569286584854126
3, iterativefit, up_hfstats2, 2, 0.0, 0.8, 30, 40, 0.067, 0.0835, 5206.38211352*(x-0.067)*(x-0.067)*(x-0.067)-147.195299715*(x-0.067)*(x-0.067)+0.0*(x-0.067)+1.221506118774414
3, iterativefit, up_hfstats2, 2, 0.0, 0.8, 30, 40, 0.0835, 0.113, 241.050642944*(x-0.0835)*(x-0.0835)*(x-0.0835)-0.410011300061*(x-0.0835)*(x-0.0835)-0.605132299362*(x-0.0835)+1.204819917678833
3, iterativefit, up_hfstats2, 2, 0.0, 0.8, 30, 40, 0.113, 0.173, -1638.52493217*(x-0.113)*(x-0.113)*(x-0.113)+149.890077264*(x-0.113)*(x-0.113)+0.0*(x-0.113)+1.1928000450134277
3, iterativefit, up_hfstats2, 2, 0.0, 0.8, 30, 40, 0.173, 0.612, 0.311467404965*(x-0.173)*(x-0.173)*(x-0.173)-0.536240243069*(x-0.173)*(x-0.173)+0.290740004157*(x-0.173)+1.3784829378128052
3, iterativefit, up_hfstats2, 2, 0.0, 0.8, 30, 40, 0.612, 1.1, 1.42912459373
3, iterativefit, up_hfstats2, 2, 0.8, 1.6, 30, 40, -15, 0, 0.99020588398
3, iterativefit, up_hfstats2, 2, 0.8, 1.6, 30, 40, 0, 0.0085, 0.715811431408
3, iterativefit, up_hfstats2, 2, 0.8, 1.6, 30, 40, 0.0085, 0.022, -1015.38446546*(x-0.0085)*(x-0.0085)*(x-0.0085)+92.1655707172*(x-0.0085)*(x-0.0085)+7.12984336277*(x-0.0085)+0.7158114314079285
3, iterativefit, up_hfstats2, 2, 0.8, 1.6, 30, 40, 0.022, 0.032, -16551.7070514*(x-0.022)*(x-0.022)*(x-0.022)+262.480332831*(x-0.022)*(x-0.022)+9.06315231565*(x-0.022)+0.8263632655143738
3, iterativefit, up_hfstats2, 2, 0.8, 1.6, 30, 40, 0.032, 0.0425, -15850.923955*(x-0.032)*(x-0.032)*(x-0.032)+108.624313351*(x-0.032)*(x-0.032)+9.34724685684*(x-0.032)+0.9266911149024963
3, iterativefit, up_hfstats2, 2, 0.8, 1.6, 30, 40, 0.0425, 0.054, 15084.6280859*(x-0.0425)*(x-0.0425)*(x-0.0425)-294.153228004*(x-0.0425)*(x-0.0425)+6.38566433908*(x-0.0425)+1.0184636116027832
3, iterativefit, up_hfstats2, 2, 0.8, 1.6, 30, 40, 0.054, 0.0665, -27657.7056937*(x-0.054)*(x-0.054)*(x-0.054)+409.718732479*(x-0.054)*(x-0.054)+5.60496628809*(x-0.054)+1.0759388208389282
3, iterativefit, up_hfstats2, 2, 0.8, 1.6, 30, 40, 0.0665, 0.0805, 7296.57173415*(x-0.0665)*(x-0.0665)*(x-0.0665)-177.006447113*(x-0.0665)*(x-0.0665)+2.88338505616*(x-0.0665)+1.1560004949569702
3, iterativefit, up_hfstats2, 2, 0.8, 1.6, 30, 40, 0.0805, 0.098, -11427.1549222*(x-0.0805)*(x-0.0805)*(x-0.0805)+236.603139088*(x-0.0805)*(x-0.0805)+2.21758871667*(x-0.0805)+1.1816964149475098
3, iterativefit, up_hfstats2, 2, 0.8, 1.6, 30, 40, 0.098, 0.1265, 5950.1330444*(x-0.098)*(x-0.098)*(x-0.098)-254.368187648*(x-0.098)*(x-0.098)+0.0*(x-0.098)+1.2317215204238892
3, iterativefit, up_hfstats2, 2, 0.8, 1.6, 30, 40, 0.1265, 0.1745, -1894.00018371*(x-0.1265)*(x-0.1265)*(x-0.1265)+155.35528829*(x-0.1265)*(x-0.1265)+0.0*(x-0.1265)+1.162851333618164
3, iterativefit, up_hfstats2, 2, 0.8, 1.6, 30, 40, 0.1745, 0.2455, 32.4328515116*(x-0.1745)*(x-0.1745)*(x-0.1745)-10.4789081423*(x-0.1745)*(x-0.1745)+1.82277840602*(x-0.1745)+1.311328649520874
3, iterativefit, up_hfstats2, 2, 0.8, 1.6, 30, 40, 0.2455, 0.6485, -1.51703321213*(x-0.2455)*(x-0.2455)*(x-0.2455)-0.106843576152*(x-0.2455)*(x-0.2455)+0.825255463223*(x-0.2455)+1.3995298147201538
3, iterativefit, up_hfstats2, 2, 0.8, 1.6, 30, 40, 0.6485, 1.1, 1.61546432972
3, iterativefit, up_hfstats2, 2, 1.6, 2.5, 30, 40, -15, 0, 0.97799372673
3, iterativefit, up_hfstats2, 2, 1.6, 2.5, 30, 40, 0, 0.0115, 0.725918769836
3, iterativefit, up_hfstats2, 2, 1.6, 2.5, 30, 40, 0.0115, 0.0325, -176.625888153*(x-0.0115)*(x-0.0115)*(x-0.0115)-38.8425450307*(x-0.0115)*(x-0.0115)+8.54446321054*(x-0.0115)+0.7259187698364258
3, iterativefit, up_hfstats2, 2, 1.6, 2.5, 30, 40, 0.0325, 0.0515, -4629.3936755*(x-0.0325)*(x-0.0325)*(x-0.0325)+49.5063709777*(x-0.0325)*(x-0.0325)+6.67940026922*(x-0.0325)+0.8865872025489807
3, iterativefit, up_hfstats2, 2, 1.6, 2.5, 30, 40, 0.0515, 0.072, 3054.53160616*(x-0.0515)*(x-0.0515)*(x-0.0515)-113.28563238*(x-0.0515)*(x-0.0515)+3.54700901581*(x-0.0515)+0.9996145963668823
3, iterativefit, up_hfstats2, 2, 1.6, 2.5, 30, 40, 0.072, 0.0955, -2001.46239656*(x-0.072)*(x-0.072)*(x-0.072)+60.3726189096*(x-0.072)*(x-0.072)+2.7532988107*(x-0.072)+1.0510351657867432
3, iterativefit, up_hfstats2, 2, 1.6, 2.5, 30, 40, 0.0955, 0.122, -1867.07195292*(x-0.0955)*(x-0.0955)*(x-0.0955)+31.293674771*(x-0.0955)*(x-0.0955)+2.27488907394*(x-0.0955)+1.1231037378311157
3, iterativefit, up_hfstats2, 2, 1.6, 2.5, 30, 40, 0.122, 0.152, 2563.99755125*(x-0.122)*(x-0.122)*(x-0.122)-115.379889806*(x-0.122)*(x-0.122)+0.0*(x-0.122)+1.1706187725067139
3, iterativefit, up_hfstats2, 2, 1.6, 2.5, 30, 40, 0.152, 0.1885, -3241.83236121*(x-0.152)*(x-0.152)*(x-0.152)+184.353839751*(x-0.152)*(x-0.152)+0.0*(x-0.152)+1.1360048055648804
3, iterativefit, up_hfstats2, 2, 1.6, 2.5, 30, 40, 0.1885, 0.237, -14.7673230554*(x-0.1885)*(x-0.1885)*(x-0.1885)-4.09100520783*(x-0.1885)*(x-0.1885)+0.501036812131*(x-0.1885)+1.2239692211151123
3, iterativefit, up_hfstats2, 2, 1.6, 2.5, 30, 40, 0.237, 0.3015, 423.227965653*(x-0.237)*(x-0.237)*(x-0.237)-40.9473056769*(x-0.237)*(x-0.237)+0.0*(x-0.237)+1.2369617223739624
3, iterativefit, up_hfstats2, 2, 1.6, 2.5, 30, 40, 0.3015, 0.3985, -175.222982716*(x-0.3015)*(x-0.3015)*(x-0.3015)+32.5012994235*(x-0.3015)*(x-0.3015)+0.0*(x-0.3015)+1.1801780462265015
3, iterativefit, up_hfstats2, 2, 1.6, 2.5, 30, 40, 0.3985, 0.7345, -0.664287811635*(x-0.3985)*(x-0.3985)*(x-0.3985)-0.272408981144*(x-0.3985)*(x-0.3985)+1.35923295504*(x-0.3985)+1.326061487197876
3, iterativefit, up_hfstats2, 2, 1.6, 2.5, 30, 40, 0.7345, 1.1, 1.726811409
3, iterativefit, up_hfstats2, 2, 0.0, 0.8, 40, 60, -15, 0, 1.02989947796
3, iterativefit, up_hfstats2, 2, 0.0, 0.8, 40, 60, 0, 0.0075, 0.730808675289
3, iterativefit, up_hfstats2, 2, 0.0, 0.8, 40, 60, 0.0075, 0.0175, -1483.70415794*(x-0.0075)*(x-0.0075)*(x-0.0075)+93.7352728844*(x-0.0075)*(x-0.0075)+10.9953566381*(x-0.0075)+0.730808675289154
3, iterativefit, up_hfstats2, 2, 0.0, 0.8, 40, 60, 0.0175, 0.023, 64911.8082278*(x-0.0175)*(x-0.0175)*(x-0.0175)-251.140274713*(x-0.0175)*(x-0.0175)+12.4249508484*(x-0.0175)+0.8486520648002625
3, iterativefit, up_hfstats2, 2, 0.0, 0.8, 40, 60, 0.023, 0.029, -527107.737675*(x-0.023)*(x-0.023)*(x-0.023)+3816.7216588*(x-0.023)*(x-0.023)+15.5531544232*(x-0.023)+0.9201920032501221
3, iterativefit, up_hfstats2, 2, 0.0, 0.8, 40, 60, 0.029, 0.035, 70876.3059898*(x-0.029)*(x-0.029)*(x-0.029)-746.824451754*(x-0.029)*(x-0.029)+4.42617865989*(x-0.029)+1.037057638168335
3, iterativefit, up_hfstats2, 2, 0.0, 0.8, 40, 60, 0.035, 0.041, -11744.8888061*(x-0.035)*(x-0.035)*(x-0.035)+242.986036603*(x-0.035)*(x-0.035)+3.11892628574*(x-0.035)+1.052038311958313
3, iterativefit, up_hfstats2, 2, 0.0, 0.8, 40, 60, 0.041, 0.0475, 7309.91186756*(x-0.041)*(x-0.041)*(x-0.041)+83.2895379892*(x-0.041)*(x-0.041)+4.76631073391*(x-0.041)+1.0769624710083008
3, iterativefit, up_hfstats2, 2, 0.0, 0.8, 40, 60, 0.0475, 0.0555, -115646.292272*(x-0.0475)*(x-0.0475)*(x-0.0475)+1165.59829156*(x-0.0475)*(x-0.0475)+6.77560605698*(x-0.0475)+1.1134699583053589
3, iterativefit, up_hfstats2, 2, 0.0, 0.8, 40, 60, 0.0555, 0.067, 3569.62875286*(x-0.0555)*(x-0.0555)*(x-0.0555)-157.334424926*(x-0.0555)*(x-0.0555)+3.22109060577*(x-0.0555)+1.183062195777893
3, iterativefit, up_hfstats2, 2, 0.0, 0.8, 40, 60, 0.067, 0.087, 1332.33487214*(x-0.067)*(x-0.067)*(x-0.067)-44.7205989025*(x-0.067)*(x-0.067)+1.01864904017*(x-0.067)+1.204726219177246
3, iterativefit, up_hfstats2, 2, 0.0, 0.8, 40, 60, 0.087, 0.1375, -416.672180899*(x-0.087)*(x-0.087)*(x-0.087)+29.8318177017*(x-0.087)*(x-0.087)+0.82862693063*(x-0.087)+1.2178696393966675
3, iterativefit, up_hfstats2, 2, 0.0, 0.8, 40, 60, 0.1375, 0.5925, -0.274677078939*(x-0.1375)*(x-0.1375)*(x-0.1375)-0.530978861186*(x-0.1375)*(x-0.1375)+0.653785830481*(x-0.1375)+1.2821316719055176
3, iterativefit, up_hfstats2, 2, 0.0, 0.8, 40, 60, 0.5925, 1.1, 1.44380474091
3, iterativefit, up_hfstats2, 2, 0.8, 1.6, 40, 60, -15, 0, 1.06741476059
3, iterativefit, up_hfstats2, 2, 0.8, 1.6, 40, 60, 0, 0.0075, 0.717086732388
3, iterativefit, up_hfstats2, 2, 0.8, 1.6, 40, 60, 0.0075, 0.019, -2706.4206501*(x-0.0075)*(x-0.0075)*(x-0.0075)+175.162132876*(x-0.0075)*(x-0.0075)+7.37295839666*(x-0.0075)+0.7170867323875427
3, iterativefit, up_hfstats2, 2, 0.8, 1.6, 40, 60, 0.019, 0.027, -51303.0141034*(x-0.019)*(x-0.019)*(x-0.019)+599.2029246*(x-0.019)*(x-0.019)+10.3279150599*(x-0.019)+0.8209248185157776
3, iterativefit, up_hfstats2, 2, 0.8, 1.6, 40, 60, 0.027, 0.0355, -9940.57836645*(x-0.027)*(x-0.027)*(x-0.027)-72.4920598845*(x-0.027)*(x-0.027)+10.0649831456*(x-0.027)+0.9156299829483032
3, iterativefit, up_hfstats2, 2, 0.8, 1.6, 40, 60, 0.0355, 0.045, 22672.7322906*(x-0.0355)*(x-0.0355)*(x-0.0355)-353.256998294*(x-0.0355)*(x-0.0355)+6.67799776666*(x-0.0355)+0.989840030670166
3, iterativefit, up_hfstats2, 2, 0.8, 1.6, 40, 60, 0.045, 0.055, -18115.2792962*(x-0.045)*(x-0.045)*(x-0.045)+280.16786235*(x-0.045)*(x-0.045)+6.10475706674*(x-0.045)+1.040838599205017
3, iterativefit, up_hfstats2, 2, 0.8, 1.6, 40, 60, 0.055, 0.0655, 271.703247925*(x-0.055)*(x-0.055)*(x-0.055)-65.7553580922*(x-0.055)*(x-0.055)+6.27353052488*(x-0.055)+1.1117876768112183
3, iterativefit, up_hfstats2, 2, 0.8, 1.6, 40, 60, 0.0655, 0.0775, -12234.2485946*(x-0.0655)*(x-0.0655)*(x-0.0655)+103.174356306*(x-0.0655)*(x-0.0655)+4.98253385419*(x-0.0655)+1.1707247495651245
3, iterativefit, up_hfstats2, 2, 0.8, 1.6, 40, 60, 0.0775, 0.0955, 1946.19199483*(x-0.0775)*(x-0.0775)*(x-0.0775)-79.6355931098*(x-0.0775)*(x-0.0775)+2.17352301269*(x-0.0775)+1.224231481552124
3, iterativefit, up_hfstats2, 2, 0.8, 1.6, 40, 60, 0.0955, 0.1315, 358.798311623*(x-0.0955)*(x-0.0955)*(x-0.0955)-17.4371855433*(x-0.0955)*(x-0.0955)+1.19834027971*(x-0.0955)+1.2489031553268433
3, iterativefit, up_hfstats2, 2, 0.8, 1.6, 40, 60, 0.1315, 0.1975, -438.265571947*(x-0.1315)*(x-0.1315)*(x-0.1315)+40.0981792358*(x-0.1315)*(x-0.1315)+1.33787075619*(x-0.1315)+1.2861849069595337
3, iterativefit, up_hfstats2, 2, 0.8, 1.6, 40, 60, 0.1975, 0.6245, -0.181838784905*(x-0.1975)*(x-0.1975)*(x-0.1975)-0.941583688145*(x-0.1975)*(x-0.1975)+0.903575921115*(x-0.1975)+1.4231524467468262
3, iterativefit, up_hfstats2, 2, 0.8, 1.6, 40, 60, 0.6245, 1.1, 1.6231443882
3, iterativefit, up_hfstats2, 2, 1.6, 2.5, 40, 60, -15, 0, 1.12193465233
3, iterativefit, up_hfstats2, 2, 1.6, 2.5, 40, 60, 0, 0.009, 0.733081459999
3, iterativefit, up_hfstats2, 2, 1.6, 2.5, 40, 60, 0.009, 0.025, -440.574293383*(x-0.009)*(x-0.009)*(x-0.009)+58.8519973773*(x-0.009)*(x-0.009)+5.57505946929*(x-0.009)+0.7330814599990845
3, iterativefit, up_hfstats2, 2, 1.6, 2.5, 40, 60, 0.025, 0.0395, -16875.308141*(x-0.025)*(x-0.025)*(x-0.025)+304.273191839*(x-0.025)*(x-0.025)+7.11996232804*(x-0.025)+0.8355439305305481
3, iterativefit, up_hfstats2, 2, 1.6, 2.5, 40, 60, 0.0395, 0.0555, 7948.75707522*(x-0.0395)*(x-0.0395)*(x-0.0395)-212.58216286*(x-0.0395)*(x-0.0395)+5.29978428142*(x-0.0395)+0.9513103365898132
3, iterativefit, up_hfstats2, 2, 1.6, 2.5, 40, 60, 0.0555, 0.074, -9728.66497121*(x-0.0555)*(x-0.0555)*(x-0.0555)+233.976464155*(x-0.0555)*(x-0.0555)+4.60180050368*(x-0.0555)+1.0142439603805542
3, iterativefit, up_hfstats2, 2, 1.6, 2.5, 40, 60, 0.074, 0.0955, -1442.80391715*(x-0.074)*(x-0.074)*(x-0.074)-15.2680495009*(x-0.074)*(x-0.074)+3.27002291821*(x-0.074)+1.1178574562072754
3, iterativefit, up_hfstats2, 2, 1.6, 2.5, 40, 60, 0.0955, 0.121, 787.037738468*(x-0.0955)*(x-0.0955)*(x-0.0955)-30.5473922264*(x-0.0955)*(x-0.0955)+0.612688457572*(x-0.0955)+1.1667661666870117
3, iterativefit, up_hfstats2, 2, 1.6, 2.5, 40, 60, 0.121, 0.156, -3034.77372376*(x-0.121)*(x-0.121)*(x-0.121)+168.181212101*(x-0.121)*(x-0.121)+0.590085322341*(x-0.121)+1.1755764484405518
3, iterativefit, up_hfstats2, 2, 1.6, 2.5, 40, 60, 0.156, 0.2035, 249.65957749*(x-0.156)*(x-0.156)*(x-0.156)-21.6189058924*(x-0.156)*(x-0.156)+1.20997673456*(x-0.156)+1.2721354961395264
3, iterativefit, up_hfstats2, 2, 1.6, 2.5, 40, 60, 0.2035, 0.271, -251.234855432*(x-0.2035)*(x-0.2035)*(x-0.2035)+19.1703888168*(x-0.2035)*(x-0.2035)+0.846063939913*(x-0.2035)+1.3075882196426392
3, iterativefit, up_hfstats2, 2, 1.6, 2.5, 40, 60, 0.271, 0.3535, 414.787530468*(x-0.271)*(x-0.271)*(x-0.271)-51.3299568954*(x-0.271)*(x-0.271)+0.0*(x-0.271)+1.3747761249542236
3, iterativefit, up_hfstats2, 2, 1.6, 2.5, 40, 60, 0.3535, 0.7025, 7.79699131205*(x-0.3535)*(x-0.3535)*(x-0.3535)+0.156396740852*(x-0.3535)*(x-0.3535)+0.0*(x-0.3535)+1.2583212852478027
3, iterativefit, up_hfstats2, 2, 1.6, 2.5, 40, 60, 0.7025, 1.1, 1.60880935192
3, iterativefit, up_hfstats2, 2, 0.0, 0.8, 60, 10000.0, -15, 0, 1.06622505188
3, iterativefit, up_hfstats2, 2, 0.0, 0.8, 60, 10000.0, 0, 0.0065, 0.768892049789
3, iterativefit, up_hfstats2, 2, 0.0, 0.8, 60, 10000.0, 0.0065, 0.016, -31351.4599207*(x-0.0065)*(x-0.0065)*(x-0.0065)+931.66286755*(x-0.0065)*(x-0.0065)+0.889203160519*(x-0.0065)+0.7688920497894287
3, iterativefit, up_hfstats2, 2, 0.0, 0.8, 60, 10000.0, 0.016, 0.0225, -343568.536038*(x-0.016)*(x-0.016)*(x-0.016)+3302.3224453*(x-0.016)*(x-0.016)+10.1023898704*(x-0.016)+0.8345420956611633
3, iterativefit, up_hfstats2, 2, 0.0, 0.8, 60, 10000.0, 0.0225, 0.0295, 99259.5755791*(x-0.0225)*(x-0.0225)*(x-0.0225)-1118.44783586*(x-0.0225)*(x-0.0225)+9.48526971643*(x-0.0225)+0.9453782439231873
3, iterativefit, up_hfstats2, 2, 0.0, 0.8, 60, 10000.0, 0.0295, 0.0365, -119003.621555*(x-0.0295)*(x-0.0295)*(x-0.0295)+1326.99125215*(x-0.0295)*(x-0.0295)+8.41815762446*(x-0.0295)+0.99101722240448
3, iterativefit, up_hfstats2, 2, 0.0, 0.8, 60, 10000.0, 0.0365, 0.044, -111570.631894*(x-0.0365)*(x-0.0365)*(x-0.0365)+621.669423078*(x-0.0365)*(x-0.0365)+9.50250278601*(x-0.0365)+1.0741486549377441
3, iterativefit, up_hfstats2, 2, 0.0, 0.8, 60, 10000.0, 0.044, 0.052, 57427.6782572*(x-0.044)*(x-0.044)*(x-0.044)-689.132139087*(x-0.044)*(x-0.044)+0.0*(x-0.044)+1.133317470550537
3, iterativefit, up_hfstats2, 2, 0.0, 0.8, 60, 10000.0, 0.052, 0.0615, -47343.2742577*(x-0.052)*(x-0.052)*(x-0.052)+891.318918337*(x-0.052)*(x-0.052)+0.0*(x-0.052)+1.118615984916687
3, iterativefit, up_hfstats2, 2, 0.0, 0.8, 60, 10000.0, 0.0615, 0.0755, -19018.7026071*(x-0.0615)*(x-0.0615)*(x-0.0615)+260.182114636*(x-0.0615)*(x-0.0615)+4.11686794313*(x-0.0615)+1.1584665775299072
3, iterativefit, up_hfstats2, 2, 0.0, 0.8, 60, 10000.0, 0.0755, 0.108, 154.534344241*(x-0.0755)*(x-0.0755)*(x-0.0755)-8.74516581571*(x-0.0755)*(x-0.0755)+0.218970019983*(x-0.0755)+1.2149111032485962
3, iterativefit, up_hfstats2, 2, 0.0, 0.8, 60, 10000.0, 0.108, 0.1735, -37.2664106231*(x-0.108)*(x-0.108)*(x-0.108)+4.95471230528*(x-0.108)*(x-0.108)+0.140214945274*(x-0.108)+1.2180954217910767
3, iterativefit, up_hfstats2, 2, 0.0, 0.8, 60, 10000.0, 0.1735, 0.6125, 0.0159888577601*(x-0.1735)*(x-0.1735)*(x-0.1735)+0.0117301949127*(x-0.1735)*(x-0.1735)+0.309635602738*(x-0.1735)+1.238064169883728
3, iterativefit, up_hfstats2, 2, 0.0, 0.8, 60, 10000.0, 0.6125, 1.1, 1.377607584
3, iterativefit, up_hfstats2, 2, 0.8, 1.6, 60, 10000.0, -15, 0, 1.15324771404
3, iterativefit, up_hfstats2, 2, 0.8, 1.6, 60, 10000.0, 0, 0.007, 0.746064841747
3, iterativefit, up_hfstats2, 2, 0.8, 1.6, 60, 10000.0, 0.007, 0.018, -4517.95405672*(x-0.007)*(x-0.007)*(x-0.007)+239.366746636*(x-0.007)*(x-0.007)+5.2757167645*(x-0.007)+0.7460648417472839
3, iterativefit, up_hfstats2, 2, 0.8, 1.6, 60, 10000.0, 0.018, 0.026, -99808.1790139*(x-0.018)*(x-0.018)*(x-0.018)+1056.46873923*(x-0.018)*(x-0.018)+8.90176786791*(x-0.018)+0.8270477056503296
3, iterativefit, up_hfstats2, 2, 0.8, 1.6, 60, 10000.0, 0.026, 0.0345, 55490.8348788*(x-0.026)*(x-0.026)*(x-0.026)-695.865718031*(x-0.026)*(x-0.026)+6.64209732494*(x-0.026)+0.9147740602493286
3, iterativefit, up_hfstats2, 2, 0.8, 1.6, 60, 10000.0, 0.0345, 0.044, -114490.903005*(x-0.0345)*(x-0.0345)*(x-0.0345)+1703.18079541*(x-0.0345)*(x-0.0345)+6.8400185784*(x-0.0345)+0.9550338983535767
3, iterativefit, up_hfstats2, 2, 0.8, 1.6, 60, 10000.0, 0.044, 0.0545, -34567.5806789*(x-0.044)*(x-0.044)*(x-0.044)+153.865981289*(x-0.044)*(x-0.044)+8.20204170248*(x-0.044)+1.0755645036697388
3, iterativefit, up_hfstats2, 2, 0.8, 1.6, 60, 10000.0, 0.0545, 0.0665, 3078.19357625*(x-0.0545)*(x-0.0545)*(x-0.0545)-55.4074843725*(x-0.0545)*(x-0.0545)+0.0*(x-0.0545)+1.138633370399475
3, iterativefit, up_hfstats2, 2, 0.8, 1.6, 60, 10000.0, 0.0665, 0.0825, -11006.1779084*(x-0.0665)*(x-0.0665)*(x-0.0665)+302.667912732*(x-0.0665)*(x-0.0665)+0.0*(x-0.0665)+1.1359738111495972
3, iterativefit, up_hfstats2, 2, 0.8, 1.6, 60, 10000.0, 0.0825, 0.112, 850.757284273*(x-0.0825)*(x-0.0825)*(x-0.0825)-38.5959160827*(x-0.0825)*(x-0.0825)+1.23262857374*(x-0.0825)+1.1683754920959473
3, iterativefit, up_hfstats2, 2, 0.8, 1.6, 60, 10000.0, 0.112, 0.1645, -682.064089236*(x-0.112)*(x-0.112)*(x-0.112)+57.7447813635*(x-0.112)*(x-0.112)+1.17658410477*(x-0.112)+1.1929908990859985
3, iterativefit, up_hfstats2, 2, 0.8, 1.6, 60, 10000.0, 0.1645, 0.2385, -14.0196848077*(x-0.1645)*(x-0.1645)*(x-0.1645)-4.57244984851*(x-0.1645)*(x-0.1645)+1.59996871007*(x-0.1645)+1.3152238130569458
3, iterativefit, up_hfstats2, 2, 0.8, 1.6, 60, 10000.0, 0.2385, 0.645, -0.846392338736*(x-0.2385)*(x-0.2385)*(x-0.2385)-0.336225617666*(x-0.2385)*(x-0.2385)+0.692930750468*(x-0.2385)+1.4029016494750977
3, iterativefit, up_hfstats2, 2, 0.8, 1.6, 60, 10000.0, 0.645, 1.1, 1.57216632366
3, iterativefit, up_hfstats2, 2, 1.6, 2.5, 60, 10000.0, -15, 0, 1.17752218246
3, iterativefit, up_hfstats2, 2, 1.6, 2.5, 60, 10000.0, 0, 0.0095, 0.772346794605
3, iterativefit, up_hfstats2, 2, 1.6, 2.5, 60, 10000.0, 0.0095, 0.0265, -116.030530099*(x-0.0095)*(x-0.0095)*(x-0.0095)+25.2696611229*(x-0.0095)*(x-0.0095)+4.95750103777*(x-0.0095)+0.7723467946052551
3, iterativefit, up_hfstats2, 2, 1.6, 2.5, 60, 10000.0, 0.0265, 0.0425, -4491.92170391*(x-0.0265)*(x-0.0265)*(x-0.0265)+97.2636908237*(x-0.0265)*(x-0.0265)+5.71607104635*(x-0.0265)+0.8633571863174438
3, iterativefit, up_hfstats2, 2, 1.6, 2.5, 60, 10000.0, 0.0425, 0.061, -3880.40465841*(x-0.0425)*(x-0.0425)*(x-0.0425)+38.9151650369*(x-0.0425)*(x-0.0425)+5.37871328411*(x-0.0425)+0.9613149166107178
3, iterativefit, up_hfstats2, 2, 1.6, 2.5, 60, 10000.0, 0.061, 0.083, 2582.65724425*(x-0.061)*(x-0.061)*(x-0.061)-95.5553242301*(x-0.061)*(x-0.061)+2.83436890746*(x-0.061)+1.0495705604553223
3, iterativefit, up_hfstats2, 2, 1.6, 2.5, 60, 10000.0, 0.083, 0.108, -2084.75222834*(x-0.083)*(x-0.083)*(x-0.083)+77.3352304611*(x-0.083)*(x-0.083)+2.37995295998*(x-0.083)+1.0931780338287354
3, iterativefit, up_hfstats2, 2, 1.6, 2.5, 60, 10000.0, 0.108, 0.141, -1301.98285177*(x-0.108)*(x-0.108)*(x-0.108)+29.0268776037*(x-0.108)*(x-0.108)+2.3378040549*(x-0.108)+1.168437123298645
3, iterativefit, up_hfstats2, 2, 1.6, 2.5, 60, 10000.0, 0.141, 0.186, 1020.7193215*(x-0.141)*(x-0.141)*(x-0.141)-68.8985542015*(x-0.141)*(x-0.141)+0.0*(x-0.141)+1.230405569076538
