DeepCSV;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
3, iterativefit, central, 1, 0.0, 2.5, 20.0, 10000, -15, 1.1, 1.0
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 20, 30, -15, 0, 1.39072835445
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 20, 30, 0, 0.0915, 1.24646484852
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 20, 30, 0.0915, 0.2055, -42.1951713634*(x-0.0915)*(x-0.0915)*(x-0.0915)+15.1161060249*(x-0.0915)*(x-0.0915)-1.80136683255*(x-0.0915)+1.2464648485183716
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 20, 30, 0.2055, 0.251, -964.689655119*(x-0.2055)*(x-0.2055)*(x-0.2055)+66.2512895784*(x-0.2055)*(x-0.2055)+0.0*(x-0.2055)+1.1750439405441284
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 20, 30, 0.251, 0.295, -0.470108000696*(x-0.251)*(x-0.251)*(x-0.251)-0.394212373151*(x-0.251)*(x-0.251)+0.0374210761053*(x-0.251)+1.2213304042816162
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 20, 30, 0.295, 0.3385, 2097.79977839*(x-0.295)*(x-0.295)*(x-0.295)-161.96106999*(x-0.295)*(x-0.295)+0.0*(x-0.295)+1.2221736907958984
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 20, 30, 0.3385, 0.388, 247.246323379*(x-0.3385)*(x-0.3385)*(x-0.3385)-1.978722672*(x-0.3385)*(x-0.3385)-2.18192819716*(x-0.3385)+1.0883787870407104
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 20, 30, 0.388, 0.442, 35.9490598909*(x-0.388)*(x-0.388)*(x-0.388)+2.27679124242*(x-0.388)*(x-0.388)-0.560375830107*(x-0.388)+1.0055128335952759
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 20, 30, 0.442, 0.497, -17.8582138945*(x-0.442)*(x-0.442)*(x-0.442)+2.67623473277*(x-0.442)*(x-0.442)+0.0*(x-0.442)+0.9875523447990417
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 20, 30, 0.497, 0.5535, -102.472711101*(x-0.497)*(x-0.497)*(x-0.497)+7.51356642944*(x-0.497)*(x-0.497)+0.132322529512*(x-0.497)+0.9926767945289612
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 20, 30, 0.5535, 0.6115, 399.370655428*(x-0.5535)*(x-0.5535)*(x-0.5535)-40.6188174603*(x-0.5535)*(x-0.5535)+0.0*(x-0.5535)+1.0056560039520264
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 20, 30, 0.6115, 0.6705, 14.2954670543*(x-0.6115)*(x-0.6115)*(x-0.6115)+2.01458606136*(x-0.6115)*(x-0.6115)-0.681334170808*(x-0.6115)+0.946936309337616
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 20, 30, 0.6705, 0.73, -22.738973085*(x-0.6705)*(x-0.6705)*(x-0.6705)+2.83349627132*(x-0.6705)*(x-0.6705)-0.29432545312*(x-0.6705)+0.9166863560676575
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 20, 30, 0.73, 0.7905, -23.3768188091*(x-0.73)*(x-0.73)*(x-0.73)+1.53146794666*(x-0.73)*(x-0.73)-0.198644345225*(x-0.73)+0.9044154286384583
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 20, 30, 0.7905, 0.851, 176.171461412*(x-0.7905)*(x-0.7905)*(x-0.7905)-13.7558929594*(x-0.7905)*(x-0.7905)-0.270031726817*(x-0.7905)+0.8928263187408447
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 20, 30, 0.851, 0.911, -161.489954701*(x-0.851)*(x-0.851)*(x-0.851)+14.5340959231*(x-0.851)*(x-0.851)+0.0*(x-0.851)+0.8651517033576965
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 20, 30, 0.911, 0.9755, 175.486441744*(x-0.911)*(x-0.911)*(x-0.911)-39.6502407804*(x-0.911)*(x-0.911)+0.0*(x-0.911)+0.8825926184654236
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 20, 30, 0.9755, 1.1, 0.764727056026
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 30, 50, -15, 0, 1.0615311861
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 30, 50, 0, 0.0765, 1.13932824135
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 30, 50, 0.0765, 0.174, 37.1226032435*(x-0.0765)*(x-0.0765)*(x-0.0765)-11.0794124161*(x-0.0765)*(x-0.0765)+1.10179517989*(x-0.0765)+1.1393282413482666
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 30, 50, 0.174, 0.2165, 741.807598702*(x-0.174)*(x-0.174)*(x-0.174)-47.2902344172*(x-0.174)*(x-0.174)+0.0*(x-0.174)+1.1758370399475098
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 30, 50, 0.2165, 0.261, -1239.18449558*(x-0.2165)*(x-0.2165)*(x-0.2165)+82.7155650798*(x-0.2165)*(x-0.2165)+0.0*(x-0.2165)+1.1473643779754639
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 30, 50, 0.261, 0.3115, 374.104642725*(x-0.261)*(x-0.261)*(x-0.261)-39.1672826291*(x-0.261)*(x-0.261)+0.0*(x-0.261)+1.2019635438919067
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 30, 50, 0.3115, 0.366, 285.211771763*(x-0.3115)*(x-0.3115)*(x-0.3115)-17.0534401716*(x-0.3115)*(x-0.3115)-1.09371445021*(x-0.3115)+1.1502572298049927
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 30, 50, 0.366, 0.421, 28.5863145002*(x-0.366)*(x-0.366)*(x-0.366)+1.37879845091*(x-0.366)*(x-0.366)-0.411088633689*(x-0.366)+1.086166501045227
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 30, 50, 0.421, 0.4785, -16.5580498062*(x-0.421)*(x-0.421)*(x-0.421)+1.42813179579*(x-0.421)*(x-0.421)+0.0*(x-0.421)+1.0724835395812988
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 30, 50, 0.4785, 0.538, 402.327054567*(x-0.4785)*(x-0.4785)*(x-0.4785)-37.3266369422*(x-0.4785)*(x-0.4785)+0.0*(x-0.4785)+1.0740574598312378
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 30, 50, 0.538, 0.5985, 5.34254715099*(x-0.538)*(x-0.538)*(x-0.538)+0.910657493364*(x-0.538)*(x-0.538)-0.168854731325*(x-0.538)+1.0266599655151367
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 30, 50, 0.5985, 0.66, -78.7531966839*(x-0.5985)*(x-0.5985)*(x-0.5985)+7.26498239409*(x-0.5985)*(x-0.5985)+0.0*(x-0.5985)+1.0209605693817139
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 30, 50, 0.66, 0.722, 175.522049651*(x-0.66)*(x-0.66)*(x-0.66)-16.5060436047*(x-0.66)*(x-0.66)+0.0*(x-0.66)+1.0301198959350586
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 30, 50, 0.722, 0.784, -5.80386585045*(x-0.722)*(x-0.722)*(x-0.722)+0.536211999578*(x-0.722)*(x-0.722)-0.0226291304036*(x-0.722)+1.00850248336792
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 30, 50, 0.784, 0.846, 312.310502831*(x-0.784)*(x-0.784)*(x-0.784)-32.6280895401*(x-0.784)*(x-0.784)-0.0230690234432*(x-0.784)+1.007777452468872
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 30, 50, 0.846, 0.908, -68.31806427*(x-0.846)*(x-0.846)*(x-0.846)+6.56519306483*(x-0.846)*(x-0.846)-0.467387407759*(x-0.846)+0.9553571343421936
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 30, 50, 0.908, 0.9745, 14.9982047574*(x-0.908)*(x-0.908)*(x-0.908)-4.97077928236*(x-0.908)*(x-0.908)-0.441147384882*(x-0.908)+0.9353336095809937
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 30, 50, 0.9745, 1.1, 0.888425946236
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 50, 70, -15, 0, 0.988692522049
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 50, 70, 0, 0.0765, 1.19082260132
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 50, 70, 0.0765, 0.1795, 2.91938172218*(x-0.0765)*(x-0.0765)*(x-0.0765)-3.37441722512*(x-0.0765)*(x-0.0765)+0.0*(x-0.0765)+1.1908226013183594
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 50, 70, 0.1795, 0.2335, 1335.52638437*(x-0.1795)*(x-0.1795)*(x-0.1795)-102.601574298*(x-0.1795)*(x-0.1795)-0.602214786303*(x-0.1795)+1.158213496208191
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 50, 70, 0.2335, 0.288, -595.470597076*(x-0.2335)*(x-0.2335)*(x-0.2335)+56.3300428079*(x-0.2335)*(x-0.2335)+0.0*(x-0.2335)+1.0368050336837769
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 50, 70, 0.288, 0.3435, -126.997044194*(x-0.288)*(x-0.288)*(x-0.288)+3.06002606286*(x-0.288)*(x-0.288)+0.833885043159*(x-0.288)+1.1077253818511963
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 50, 70, 0.3435, 0.4015, 160.792236328*(x-0.3435)*(x-0.3435)*(x-0.3435)-18.0955577045*(x-0.3435)*(x-0.3435)+0.0*(x-0.3435)+1.1417210102081299
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 50, 70, 0.4015, 0.4595, -59.8879912173*(x-0.4015)*(x-0.4015)*(x-0.4015)+3.96346781065*(x-0.4015)*(x-0.4015)-0.476369444708*(x-0.4015)+1.112220048904419
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 50, 70, 0.4595, 0.5175, 232.206280911*(x-0.4595)*(x-0.4595)*(x-0.4595)-20.2076011259*(x-0.4595)*(x-0.4595)-0.620996786038*(x-0.4595)+1.0862388610839844
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 50, 70, 0.5175, 0.577, 77.2507083599*(x-0.5175)*(x-0.5175)*(x-0.5175)-1.67065320272*(x-0.5175)*(x-0.5175)-0.62165272969*(x-0.5175)+1.027548909187317
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 50, 70, 0.577, 0.637, -101.733665926*(x-0.577)*(x-0.577)*(x-0.577)+11.6790410635*(x-0.577)*(x-0.577)+0.0*(x-0.577)+1.0009185075759888
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 50, 70, 0.637, 0.6965, -70.734510927*(x-0.637)*(x-0.637)*(x-0.637)+3.76884219582*(x-0.637)*(x-0.637)+0.302761335626*(x-0.637)+1.0209885835647583
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 50, 70, 0.6965, 0.7555, 641.798125531*(x-0.6965)*(x-0.6965)*(x-0.6965)-56.7991341095*(x-0.6965)*(x-0.6965)+0.0*(x-0.6965)+1.0374456644058228
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 50, 70, 0.7555, 0.813, -742.881174809*(x-0.7555)*(x-0.7555)*(x-0.7555)+64.0735013273*(x-0.7555)*(x-0.7555)+0.0*(x-0.7555)+0.9715397357940674
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 50, 70, 0.813, 0.8685, 1205.23264122*(x-0.813)*(x-0.813)*(x-0.813)-100.335617381*(x-0.813)*(x-0.813)+0.0*(x-0.813)+1.04215407371521
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 50, 70, 0.8685, 0.923, -254.697508778*(x-0.8685)*(x-0.8685)*(x-0.8685)+20.8215213426*(x-0.8685)*(x-0.8685)+0.0*(x-0.8685)+0.9391344785690308
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 50, 70, 0.923, 0.98, 87.4326393163*(x-0.923)*(x-0.923)*(x-0.923)-22.1200967144*(x-0.923)*(x-0.923)+0.0*(x-0.923)+0.9597495198249817
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 50, 70, 0.98, 1.1, 0.904073238373
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 70, 100, -15, 0, 1.05394852161
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 70, 100, 0, 0.0785, 1.18240308762
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 70, 100, 0.0785, 0.1855, 16.2995176617*(x-0.0785)*(x-0.0785)*(x-0.0785)+2.73632740616*(x-0.0785)*(x-0.0785)-1.14541359804*(x-0.0785)+1.1824030876159668
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 70, 100, 0.1855, 0.2415, -40.9999150924*(x-0.1855)*(x-0.1855)*(x-0.1855)+3.44399286776*(x-0.1855)*(x-0.1855)+0.0*(x-0.1855)+1.1111396551132202
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 70, 100, 0.2415, 0.299, 508.382168147*(x-0.2415)*(x-0.2415)*(x-0.2415)-43.8479620027*(x-0.2415)*(x-0.2415)+0.0*(x-0.2415)+1.1147397756576538
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 70, 100, 0.299, 0.3585, -254.269574432*(x-0.299)*(x-0.299)*(x-0.299)+26.8548698064*(x-0.299)*(x-0.299)+0.0*(x-0.299)+1.0664156675338745
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 70, 100, 0.3585, 0.418, -76.9470304412*(x-0.3585)*(x-0.3585)*(x-0.3585)+2.70621217853*(x-0.3585)*(x-0.3585)+0.495195924314*(x-0.3585)+1.1079280376434326
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 70, 100, 0.418, 0.4775, 1014.19494685*(x-0.418)*(x-0.418)*(x-0.418)-90.516899006*(x-0.418)*(x-0.418)+0.0*(x-0.418)+1.130764365196228
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 70, 100, 0.4775, 0.5365, -104.847813282*(x-0.4775)*(x-0.4775)*(x-0.4775)+9.37857657637*(x-0.4775)*(x-0.4775)+0.0*(x-0.4775)+1.0239468812942505
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 70, 100, 0.5365, 0.595, 3.33457836696*(x-0.5365)*(x-0.5365)*(x-0.5365)-0.292095365919*(x-0.5365)*(x-0.5365)+0.0117463219117*(x-0.5365)+1.035060167312622
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 70, 100, 0.595, 0.6535, -121.745030002*(x-0.595)*(x-0.595)*(x-0.595)+10.5822165831*(x-0.595)*(x-0.595)+0.0118064465482*(x-0.595)+1.0354152917861938
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 70, 100, 0.6535, 0.712, 617.365132318*(x-0.6535)*(x-0.6535)*(x-0.6535)-54.1737903609*(x-0.6535)*(x-0.6535)+0.0*(x-0.6535)+1.0479474067687988
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 70, 100, 0.712, 0.771, -298.339851514*(x-0.712)*(x-0.712)*(x-0.712)+26.403076859*(x-0.712)*(x-0.712)+0.0*(x-0.712)+0.9861486554145813
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 70, 100, 0.771, 0.828, 93.7383441011*(x-0.771)*(x-0.771)*(x-0.771)-12.4315069948*(x-0.771)*(x-0.771)+0.0*(x-0.771)+1.0167850255966187
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 70, 100, 0.828, 0.881, 94.213344476*(x-0.828)*(x-0.828)*(x-0.828)-7.99881411057*(x-0.828)*(x-0.828)-0.503524157451*(x-0.828)+0.9937547445297241
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 70, 100, 0.881, 0.9315, 60.7169518157*(x-0.881)*(x-0.881)*(x-0.881)-1.57315424553*(x-0.881)*(x-0.881)-0.557462599272*(x-0.881)+0.9586254954338074
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 70, 100, 0.9315, 0.983, 28.5688450836*(x-0.9315)*(x-0.9315)*(x-0.9315)+0.116236757638*(x-0.9315)*(x-0.9315)-0.251820958967*(x-0.9315)+0.9342812895774841
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 70, 100, 0.983, 1.1, 0.925523042679
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 100, 10000.0, -15, 0, 0.896432518959
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 100, 10000.0, 0, 0.0955, 1.21084463596
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 100, 10000.0, 0.0955, 0.2205, 13.7635544757*(x-0.0955)*(x-0.0955)*(x-0.0955)-5.28649357102*(x-0.0955)*(x-0.0955)-0.0431440269361*(x-0.0955)+1.21084463596344
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 100, 10000.0, 0.2205, 0.275, 108.878423352*(x-0.2205)*(x-0.2205)*(x-0.2205)-13.4458965211*(x-0.2205)*(x-0.2205)-0.719600803644*(x-0.2205)+1.1497321128845215
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 100, 10000.0, 0.275, 0.328, 503.167238615*(x-0.275)*(x-0.275)*(x-0.275)-28.5393887382*(x-0.275)*(x-0.275)-1.21501511356*(x-0.275)+1.0882012844085693
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 100, 10000.0, 0.328, 0.383, -815.207397553*(x-0.328)*(x-0.328)*(x-0.328)+67.2546102981*(x-0.328)*(x-0.328)+0.0*(x-0.328)+1.0185483694076538
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 100, 10000.0, 0.383, 0.4385, 172.104146633*(x-0.383)*(x-0.383)*(x-0.383)-18.3866388203*(x-0.383)*(x-0.383)+0.0*(x-0.383)+1.086363434791565
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 100, 10000.0, 0.4385, 0.495, 119.833859158*(x-0.4385)*(x-0.4385)*(x-0.4385)-6.16879110297*(x-0.4385)*(x-0.4385)-0.450545516058*(x-0.4385)+1.0591498613357544
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 100, 10000.0, 0.495, 0.5515, -0.461892372411*(x-0.495)*(x-0.495)*(x-0.495)+0.421712304272*(x-0.495)*(x-0.495)+0.0*(x-0.495)+1.0356152057647705
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 100, 10000.0, 0.5515, 0.609, -419.256265465*(x-0.5515)*(x-0.5515)*(x-0.5515)+35.7849393085*(x-0.5515)*(x-0.5515)+0.0432300626052*(x-0.5515)+1.0368781089782715
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 100, 10000.0, 0.609, 0.666, 208.739496938*(x-0.609)*(x-0.609)*(x-0.609)-24.5851898422*(x-0.609)*(x-0.609)+0.0*(x-0.609)+1.0779732465744019
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 100, 10000.0, 0.666, 0.7215, 29.7873411507*(x-0.666)*(x-0.666)*(x-0.666)-2.56219082677*(x-0.666)*(x-0.666)-0.768127765355*(x-0.666)+1.0367530584335327
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 100, 10000.0, 0.7215, 0.776, 236.691317577*(x-0.7215)*(x-0.7215)*(x-0.7215)-12.2185649881*(x-0.7215)*(x-0.7215)-0.777273574387*(x-0.7215)+0.9913220405578613
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 100, 10000.0, 0.776, 0.8295, -425.780006023*(x-0.776)*(x-0.776)*(x-0.776)+34.1688454833*(x-0.776)*(x-0.776)+0.0*(x-0.776)+0.9509837031364441
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 100, 10000.0, 0.8295, 0.8815, 557.206947017*(x-0.8295)*(x-0.8295)*(x-0.8295)-46.8886683059*(x-0.8295)*(x-0.8295)+0.0*(x-0.8295)+0.9835836291313171
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 100, 10000.0, 0.8815, 0.931, -50.0908582231*(x-0.8815)*(x-0.8815)*(x-0.8815)+5.19986859846*(x-0.8815)*(x-0.8815)-0.356358749605*(x-0.8815)+0.9351444244384766
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 100, 10000.0, 0.931, 0.9825, 0.288979114496*(x-0.931)*(x-0.931)*(x-0.931)+0.195625051099*(x-0.931)*(x-0.931)-0.209777134442*(x-0.931)+0.9241702556610107
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 100, 10000.0, 0.9825, 1.1, 0.913925051689
3, iterativefit, down_hfstats2, 2, 0.0, 0.8, 20, 30, -15, 0, 0.952720463276
3, iterativefit, down_hfstats2, 2, 0.0, 0.8, 20, 30, 0, 0.0105, 0.72245246172
3, iterativefit, down_hfstats2, 2, 0.0, 0.8, 20, 30, 0.0105, 0.0285, -267.528285573*(x-0.0105)*(x-0.0105)*(x-0.0105)+43.1508029616*(x-0.0105)*(x-0.0105)+7.94708503758*(x-0.0105)+0.7224524617195129
3, iterativefit, down_hfstats2, 2, 0.0, 0.8, 20, 30, 0.0285, 0.043, -20319.8110455*(x-0.0285)*(x-0.0285)*(x-0.0285)+338.950427397*(x-0.0285)*(x-0.0285)+9.24047645062*(x-0.0285)+0.8779206275939941
3, iterativefit, down_hfstats2, 2, 0.0, 0.8, 20, 30, 0.043, 0.0575, -2979.86176265*(x-0.043)*(x-0.043)*(x-0.043)-72.6351909197*(x-0.043)*(x-0.043)+6.25331802817*(x-0.043)+1.0212243795394897
3, iterativefit, down_hfstats2, 2, 0.0, 0.8, 20, 30, 0.0575, 0.0735, -491.262371152*(x-0.0575)*(x-0.0575)*(x-0.0575)-40.6843036041*(x-0.0575)*(x-0.0575)+2.26734968471*(x-0.0575)+1.0875414609909058
3, iterativefit, down_hfstats2, 2, 0.0, 0.8, 20, 30, 0.0735, 0.091, -444.982172241*(x-0.0735)*(x-0.0735)*(x-0.0735)-5.12385993097*(x-0.0735)*(x-0.0735)+0.588162468331*(x-0.0735)+1.1113916635513306
3, iterativefit, down_hfstats2, 2, 0.0, 0.8, 20, 30, 0.091, 0.1095, 12867.7970948*(x-0.091)*(x-0.091)*(x-0.091)-357.081369382*(x-0.091)*(x-0.091)+0.0*(x-0.091)+1.1177304983139038
3, iterativefit, down_hfstats2, 2, 0.0, 0.8, 20, 30, 0.1095, 0.13, -10575.7852709*(x-0.1095)*(x-0.1095)*(x-0.1095)+446.259851151*(x-0.1095)*(x-0.1095)+0.0*(x-0.1095)+1.076993465423584
3, iterativefit, down_hfstats2, 2, 0.0, 0.8, 20, 30, 0.13, 0.158, -7154.23485106*(x-0.13)*(x-0.13)*(x-0.13)+211.861021463*(x-0.13)*(x-0.13)+4.96323261688*(x-0.13)+1.1734224557876587
3, iterativefit, down_hfstats2, 2, 0.0, 0.8, 20, 30, 0.158, 0.1985, 0.385460198049*(x-0.158)*(x-0.158)*(x-0.158)-0.0246400470883*(x-0.158)*(x-0.158)+0.000689449134541*(x-0.158)+1.3214422464370728
3, iterativefit, down_hfstats2, 2, 0.0, 0.8, 20, 30, 0.1985, 0.2715, -30.1321070394*(x-0.1985)*(x-0.1985)*(x-0.1985)+4.97943002939*(x-0.1985)*(x-0.1985)+0.000590358589918*(x-0.1985)+1.3214553594589233
3, iterativefit, down_hfstats2, 2, 0.0, 0.8, 20, 30, 0.2715, 0.6655, 0.107233609846*(x-0.2715)*(x-0.2715)*(x-0.2715)+0.267607842312*(x-0.2715)*(x-0.2715)+0.245865147642*(x-0.2715)+1.336311936378479
3, iterativefit, down_hfstats2, 2, 0.0, 0.8, 20, 30, 0.6655, 1.1, 1.48128390312
3, iterativefit, down_hfstats2, 2, 0.8, 1.6, 20, 30, -15, 0, 0.97475361824
3, iterativefit, down_hfstats2, 2, 0.8, 1.6, 20, 30, 0, 0.012, 0.733624696732
3, iterativefit, down_hfstats2, 2, 0.8, 1.6, 20, 30, 0.012, 0.0325, 9.45650536923*(x-0.012)*(x-0.012)*(x-0.012)-19.383046682*(x-0.012)*(x-0.012)+7.76564717692*(x-0.012)+0.7336246967315674
3, iterativefit, down_hfstats2, 2, 0.8, 1.6, 20, 30, 0.0325, 0.0495, -9856.9752674*(x-0.0325)*(x-0.0325)*(x-0.0325)+148.145620849*(x-0.0325)*(x-0.0325)+6.9828645521*(x-0.0325)+0.8847562074661255
3, iterativefit, down_hfstats2, 2, 0.8, 1.6, 20, 30, 0.0495, 0.067, 4259.87695849*(x-0.0495)*(x-0.0495)*(x-0.0495)-139.150998729*(x-0.0495)*(x-0.0495)+3.47381810412*(x-0.0495)+0.9978516697883606
3, iterativefit, down_hfstats2, 2, 0.8, 1.6, 20, 30, 0.067, 0.086, -8125.63756542*(x-0.067)*(x-0.067)*(x-0.067)+165.336062608*(x-0.067)*(x-0.067)+2.51729510423*(x-0.067)+1.0388587713241577
3, iterativefit, down_hfstats2, 2, 0.8, 1.6, 20, 30, 0.086, 0.1065, 4187.53277884*(x-0.086)*(x-0.086)*(x-0.086)-146.52982199*(x-0.086)*(x-0.086)+0.0*(x-0.086)+1.0906399488449097
3, iterativefit, down_hfstats2, 2, 0.8, 1.6, 20, 30, 0.1065, 0.1285, 607.985249333*(x-0.1065)*(x-0.1065)*(x-0.1065)-3.51145071268*(x-0.1065)*(x-0.1065)-0.728290750673*(x-0.1065)+1.0651369094848633
3, iterativefit, down_hfstats2, 2, 0.8, 1.6, 20, 30, 0.1285, 0.1555, -20851.0813756*(x-0.1285)*(x-0.1285)*(x-0.1285)+844.468795714*(x-0.1285)*(x-0.1285)+0.0*(x-0.1285)+1.0538887977600098
3, iterativefit, down_hfstats2, 2, 0.8, 1.6, 20, 30, 0.1555, 0.1895, 2154.28996033*(x-0.1555)*(x-0.1555)*(x-0.1555)-109.868787977*(x-0.1555)*(x-0.1555)+0.0*(x-0.1555)+1.2590947151184082
3, iterativefit, down_hfstats2, 2, 0.8, 1.6, 20, 30, 0.1895, 0.2405, -1991.26400522*(x-0.1895)*(x-0.1895)*(x-0.1895)+156.281473735*(x-0.1895)*(x-0.1895)+0.0*(x-0.1895)+1.2167586088180542
3, iterativefit, down_hfstats2, 2, 0.8, 1.6, 20, 30, 0.2405, 0.328, 36.4117239571*(x-0.2405)*(x-0.2405)*(x-0.2405)-5.51149984684*(x-0.2405)*(x-0.2405)+0.402877288302*(x-0.2405)+1.3591035604476929
3, iterativefit, down_hfstats2, 2, 0.8, 1.6, 20, 30, 0.328, 0.6965, -0.0725041371464*(x-0.328)*(x-0.328)*(x-0.328)+1.02650739378*(x-0.328)*(x-0.328)+0.274696599744*(x-0.328)+1.3765509128570557
3, iterativefit, down_hfstats2, 2, 0.8, 1.6, 20, 30, 0.6965, 1.1, 1.61354029179
3, iterativefit, down_hfstats2, 2, 1.6, 2.5, 20, 30, -15, 0, 0.847858130932
3, iterativefit, down_hfstats2, 2, 1.6, 2.5, 20, 30, 0, 0.0145, 0.812455892563
3, iterativefit, down_hfstats2, 2, 1.6, 2.5, 20, 30, 0.0145, 0.039, -478.672890449*(x-0.0145)*(x-0.0145)*(x-0.0145)-50.2160002557*(x-0.0145)*(x-0.0145)+8.1165916024*(x-0.0145)+0.8124558925628662
3, iterativefit, down_hfstats2, 2, 1.6, 2.5, 20, 30, 0.039, 0.0595, -5702.11652584*(x-0.039)*(x-0.039)*(x-0.039)+68.9656784394*(x-0.039)*(x-0.039)+4.7940373824*(x-0.039)+0.9741308093070984
3, iterativefit, down_hfstats2, 2, 1.6, 2.5, 20, 30, 0.0595, 0.0825, -33.5894814139*(x-0.0595)*(x-0.0595)*(x-0.0595)-8.24739742288*(x-0.0595)*(x-0.0595)+0.432686788456*(x-0.0595)+1.0522669553756714
